Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
10,UPB of Participations as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has a youngest borrower/co-borrower with an age in
the borrower/co-borrower grouping, expressed as a percentage
of the total Principal Limit of the associated HECM Loans.
This UPB percentage is calculated by dividing the total
participation UPB of the given condition (youngest
borrower/co-borrower age group) by the total of the HECM
Principal Limits for all the loans associated with those
Participations.",hnissuesS_layout.pdf,,,05,,
11,UPB of Participations as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has a youngest borrower/co-borrower with an age in
the borrower/co-borrower grouping, expressed as a percentage
of the total Maximum Claim Amount (MCA) of the associated
HECM Loans. This UPB percentage is calculated by dividing
the total participation UPB of the given condition (youngest
borrower/co-borrower age group) by the total of the HECM
MCAs for all the loans associated with those Participations.",hnissuesS_layout.pdf,,,05,,
12,HECM Loans UPB as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have a youngest
borrower/co-borrower with an age in the borrower/co-
borrower grouping and are associated with a pool’s
participations, expressed as a percentage of the total Principal
Limit of the same HECM Loans. This UPB percentage is
calculated by dividing the total HECM Loan UPB for loans
having a given condition (youngest borrower/co-borrower age
group) that are associated with a pool’s participations by the
total of the HECM Loan Principal Limits for those same
HECM loans.",hnissuesS_layout.pdf,,,05,,
13,HECM Loans UPB as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have a youngest
borrower/co-borrower with an age in the borrower/co-",hnissuesS_layout.pdf,,,05,,
1,Record Type = 06,Character,2,,,"Age of Youngest Eligible Non-Borrowing Spouse
Stratification",hnissuesS_layout.pdf,,,06,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hnissuesS_layout.pdf,,,06,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hnissuesS_layout.pdf,,,06,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hnissuesS_layout.pdf,,,06,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hnissuesS_layout.pdf,,,06,,
6,Age of Youngest Eligible Non- Borrowing Spouse,Numeric,2,,,"Age is computed from Birth Date and is the age of the
youngest eligible Non-Borrowing Spouse (if any):
1 = Age is under 40
2 = Age is 40-49
3 = Age is 50-59
4 = Age is 60-69
5 = Age is 70-79
6 = Age is 80+
9 = Not Available",hnissuesS_layout.pdf,,,06,,
7,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has an eligible non-borrowing spouse with an age in
the eligible non-borrowing spouse age grouping.",hnissuesS_layout.pdf,,,06,,
8,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan where the
youngest eligible non-borrowing spouse has an age in the
eligible non-borrowing spouse age grouping.",hnissuesS_layout.pdf,,,06,,
9,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan where the youngest eligible non-borrowing spouse has an
age in the eligible non-borrowing spouse age grouping,
expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation",hnissuesS_layout.pdf,,,06,,
10,UPB of Participations as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan where the youngest eligible non-borrowing spouse has an
age in the eligible non-borrowing spouse age grouping,
expressed as a percentage of the total Principal Limit of the
associated HECM Loans. This UPB percentage is calculated
by dividing the total participation UPB of the given condition
(youngest eligible non-borrowing spouse age group) by the
total of the HECM Principal Limits for all the loans associated
with those Participations.",hnissuesS_layout.pdf,,,06,,
11,UPB of Participations as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan where the youngest eligible non-borrowing spouse has an
age in the eligible non-borrowing spouse age grouping,
expressed as a percentage of the total Maximum Claim
Amount (MCA) of the associated HECM Loans. This UPB
percentage is calculated by dividing the total participation
UPB of the given condition (youngest eligible non-borrowing
spouse age group) by the total of the HECM MCAs for all the
loans associated with those Participations.",hnissuesS_layout.pdf,,,06,,
12,HECM Loans UPB as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans where the youngest eligible
non-borrowing spouse has an age in the eligible non-
borrowing spouse age grouping and are associated with a
pool’s participations, expressed as a percentage of the total
Principal Limit of the same HECM Loans. This UPB
percentage is calculated by dividing the total HECM Loan
UPB for loans having a given condition (youngest eligible
non-borrowing spouse age group) that are associated with a
pool’s participations by the total of the HECM Loan Principal
Limits for those same HECM loans.",hnissuesS_layout.pdf,,,06,,
13,HECM Loans UPB as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans where the youngest eligible
non-borrowing spouse has an age in the eligible non-
borrowing spouse age grouping and are associated with a
pool’s participations, expressed as a percentage of the total
Maximum Claim Amount (MCA) of the same HECM Loans.
This UPB percentage is calculated by dividing the total",hnissuesS_layout.pdf,,,06,,
1,Record Type = 07,Character,2,,,"Metropolitan Statistical Area (MSA) Stratification for each
MSA applicable to the pool.",hnissuesS_layout.pdf,,,07,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hnissuesS_layout.pdf,,,07,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hnissuesS_layout.pdf,,,07,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hnissuesS_layout.pdf,,,07,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hnissuesS_layout.pdf,,,07,,
6,MSA,Numeric,5,,,"The MSA values and the MSA Not Available are provided.
Values are:
• the MSA value
• 99999 = MSA Not Available",hnissuesS_layout.pdf,,,07,,
7,Number of Participations,Numeric,5,,,The number of participations in the pool for the MSA Value.,hnissuesS_layout.pdf,,,07,,
8,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Balance (UPB) of the participations in the
pool for the MSA Value.",hnissuesS_layout.pdf,,,07,,
9,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool for the MSA value,
expressed as a percentage of the Pool’s UPB. This UPB",hnissuesS_layout.pdf,,,07,,
1,Record Type = 08,Character,2,,,Property State Stratification,hnissuesS_layout.pdf,,,08,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hnissuesS_layout.pdf,,,08,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hnissuesS_layout.pdf,,,08,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Values is H.,hnissuesS_layout.pdf,,,08,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hnissuesS_layout.pdf,,,08,,
6,State Code,Character,2,,,"The abbreviation of the state or territory where the loan
property exists. See Appendix 2 for a listing of state codes.",hnissuesS_layout.pdf,,,08,,
7,Number of Participations,Numeric,5,,,"The number of participations in the pool for the State Code
value.",hnissuesS_layout.pdf,,,08,,
8,Number of Participations for State as a % of Pool’s total Participation count,Numeric,6,3.2,,"The total number of Participations for the state expressed as a
percentage of the pool’s total participation count.",hnissuesS_layout.pdf,,,08,,
9,Original Principal Balance of Participations,Numeric,14,11.2,,"The sum of the Participation Original Principal Balance
amounts for all Participations in the pool associated with the
given State.",hnissuesS_layout.pdf,,,08,,
10,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Balance (UPB) of the participations in the
pool for the State Code value.",hnissuesS_layout.pdf,,,08,,
11,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool for the State Code
value, expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation
UPB of the given condition (State Code value) by the Pool’s
UPB.",hnissuesS_layout.pdf,,,08,,
1,Record Type = 09,Character,2,,,Loan Purpose Stratification,hnissuesS_layout.pdf,,,09,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hnissuesS_layout.pdf,,,09,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hnissuesS_layout.pdf,,,09,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hnissuesS_layout.pdf,,,09,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hnissuesS_layout.pdf,,,09,,
6,Loan Purpose,Numeric,1,,,"Loan Purpose:
1 = HECM Traditional
2 = HECM Refinance
3 = HECM Purchase
9 = Not Available",hnissuesS_layout.pdf,,,09,,
7,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Loan Purpose value.",hnissuesS_layout.pdf,,,09,,
8,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Loan Purpose value.",hnissuesS_layout.pdf,,,09,,
9,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Loan Purpose value, expressed as a",hnissuesS_layout.pdf,,,09,,
1,Record Type = 10,Character,2,,,HECM Saver Stratification,hnissuesS_layout.pdf,,,10,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hnissuesS_layout.pdf,,,10,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hnissuesS_layout.pdf,,,10,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hnissuesS_layout.pdf,,,10,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hnissuesS_layout.pdf,,,10,,
6,HECM Saver,Character,1,,,"HECM Saver:
Y = Saver
N = Standard",hnissuesS_layout.pdf,,,10,,
7,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the HECM Saver value.",hnissuesS_layout.pdf,,,10,,
8,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
HECM Saver value.",hnissuesS_layout.pdf,,,10,,
9,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the HECM Saver value, expressed as a
percentage of the Pool’s UPB. This UPB percentage is
calculated by dividing the total participation UPB of the given
condition (HECM Saver) by the Pool’s UPB.",hnissuesS_layout.pdf,,,10,,
1,Record Type = 11,Character,2,,,"Low and Moderate Borrower Income Stratification. Pools
with Low and Moderate Borrower Income characteristics
based on Federal Financial Institutions Examination Council
(FFIEC) data. This record includes participations in pools
issued January 2012 and thereafter. Not populated/provided
for new issuance disclosures.",hnissuesS_layout.pdf,,,11,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hnissuesS_layout.pdf,,,11,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hnissuesS_layout.pdf,,,11,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hnissuesS_layout.pdf,,,11,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hnissuesS_layout.pdf,,,11,,
6,Low and Moderate Borrower Income,Character,1,,,"Values are:
Y = Borrower Income is Less than 80% of the FFIEC Median
Family Income (MFI)
N = Borrower Income is Greater than or Equal to 80% of the
FFIEC Median Family Income (MFI)
9 = Not available",hnissuesS_layout.pdf,,,11,,
7,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Low and Moderate Borrower Income value.",hnissuesS_layout.pdf,,,11,,
8,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Low and Moderate Borrower Income value.",hnissuesS_layout.pdf,,,11,,
9,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Low and Moderate Borrower Income value,
expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation
UPB of the given condition (Low and Moderate Borrower
Income) by the Pool’s UPB.",hnissuesS_layout.pdf,,,11,,
1,Record Type = 12,Character,2,,,Not Available Stratification,hnissuesS_layout.pdf,,,12,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hnissuesS_layout.pdf,,,12,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hnissuesS_layout.pdf,,,12,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Values is H.,hnissuesS_layout.pdf,,,12,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hnissuesS_layout.pdf,,,12,,
6,Not Available,Numeric,2,,,"Values are:
1 = Expected Average Mortgage Interest Rate
2 = Servicing Fee Set Aside
3 = Original Funding Age
4 = Property Valuation Amount
5 = Original Term of Payments
6 = Property Charges Set Aside Amount
7 = Property Repair Set Aside Amount
8 = Original Available Line of Credit Amount
9 = Original Draw Amount
10 = Mortgage Margin
11 = Lifetime Floor Rate
12 = Remaining Available Line of Credit
13 = Monthly Scheduled Payment Amount
14 = Remaining Term of Payments
15 = Credit Line Set Aside Amount",hnissuesS_layout.pdf,,,12,,
7,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Not Available Value.",hnissuesS_layout.pdf,,,12,,
8,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Not Available Value.",hnissuesS_layout.pdf,,,12,,
9,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Not Available Value.",hnissuesS_layout.pdf,,,12,,
1,Record Type = 13,Character,2,,,"Joint-Single Loan Indicator / Youngest Borrower or Co-
borrower Sex Stratification",hnissuesS_layout.pdf,,,13,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hnissuesS_layout.pdf,,,13,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hnissuesS_layout.pdf,,,13,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is H.,hnissuesS_layout.pdf,,,13,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hnissuesS_layout.pdf,,,13,,
6,Joint/Single Loan Indicator,Numeric,1,,,"Joint/Single Loan Indicator. Values are:
1 = Single
2 = Joint",hnissuesS_layout.pdf,,,13,,
7,Youngest Borrower/Co-borrower Sex,Character,1,,,"Sex of the youngest borrower/co-borrower. Values are:
F = Female
M = Male
9 = Not Available",hnissuesS_layout.pdf,,,13,,
8,Number of Participations,Numeric,5,,,"The number of participations associated with a loan in the
pool that has the Joint-Single Loan Indicator value/Sex value
combination.",hnissuesS_layout.pdf,,,13,,
9,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Joint-Single Loan Indicator value/Sex value combination.",hnissuesS_layout.pdf,,,13,,
10,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Joint-Single Loan Indicator value/Sex value
combination, expressed as a percentage of the Pool’s UPB.
This UPB percentage is calculated by dividing the total
participation UPB of the given combination (Joint-Single
Loan Indicator value/Sex value) by the Pool’s UPB.",hnissuesS_layout.pdf,,,13,,
11,UPB of Participations as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Joint-Single Loan Indicator value/Sex value
combination, expressed as a percentage of the total Principal",hnissuesS_layout.pdf,,,13,,
12,UPB of Participations as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Joint-Single Loan Indicator value/Sex value
combination, expressed as a percentage of the total Maximum
Claim Amount (MCA) of the associated HECM Loans. This
UPB percentage is calculated by dividing the total
participation UPB of the given combination (Joint-Single
Loan Indicator value/Sex value) by the total of the HECM
MCAs for all the loans associated with those Participations.",hnissuesS_layout.pdf,,,13,,
13,HECM Loans UPB as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Joint-Single
Loan Indicator value/Sex value combination and are
associated with a pool’s participations, expressed as a
percentage of the total Principal Limit of the same HECM
Loans. This UPB percentage is calculated by dividing the
total HECM Loan UPB for loans having the given
combination (Joint-Single Loan Indicator value/Sex value)
that are associated with a pool’s participations by the total of
the HECM Loan Principal Limits for those same HECM
loans.",hnissuesS_layout.pdf,,,13,,
14,HECM Loans UPB as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Joint-Single
Loan Indicator value/Sex value combination and are
associated with a pool’s participations, expressed as a
percentage of the total Maximum Claim Amount of the same
HECM Loans. This UPB percentage is calculated by dividing
the total HECM Loan UPB for loans having the given
combination (Joint-Single Loan Indicator value/Sex value)
that are associated with a pool’s participations by the total of
the HECM Loan Maximum Claim Amount for those same
HECM loans.",hnissuesS_layout.pdf,,,13,,
1,Record Type = 14,Character,2,,,"Rural Area Stratification. Pools with participations that are
associated with loans identified as being in rural areas based
on Rural Urban Commuting Area (RUCA) areas (US
Department of Agriculture Rural Urban Commuting Area
Codes). Not populated/provided for new issuance disclosures.",hnissuesS_layout.pdf,,,14,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hnissuesS_layout.pdf,,,14,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hnissuesS_layout.pdf,,,14,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hnissuesS_layout.pdf,,,14,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hnissuesS_layout.pdf,,,14,,
6,Rural Area,Character,1,,,"Values are:
Y = Rural Area (RUCA Code 4-10)
N = Not Rural Area (RUCA Code 1-3)
9 = Not Available",hnissuesS_layout.pdf,,,14,,
7,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Rural Area value.",hnissuesS_layout.pdf,,,14,,
8,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Rural Area value.",hnissuesS_layout.pdf,,,14,,
9,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Rural Area value, expressed as a percentage
of the Pool’s UPB. This UPB percentage is calculated by
dividing the total participation UPB of the given condition
(Rural Area value) by the Pool’s UPB.",hnissuesS_layout.pdf,,,14,,
1,Record Type = TS,Character,2,,,File Trailer Record,hnissuesS_layout.pdf,,,TS,,
2,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,hnissuesS_layout.pdf,,,TS,,
3,File Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,hnissuesS_layout.pdf,,,TS,,
4,Detail Record Count,Numeric,12,,,"Control total of the total number of HMBS Pool
Supplemental records in the file. This count will not
include HS or TS records.",hnissuesS_layout.pdf,,,TS,,
